Question 1,Question 2,Question 3,Question 4,Lap ID,FPS,Resolution Scale,Latency,FPS Variance,Device Type,Device Model,Device UID,Operating System,Processor,Survey Code,Timestamp (UTC)
3,4,4,3,5,30,80,5,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,4,3,2,30,80,0,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
2,4,1,2,15,60,80,15,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
2,4,1,1,13,60,80,5,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
2,4,2,3,2,30,80,0,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,5,1,3,6,30,80,15,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
1,3,1,2,7,30,80,15,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
5,4,4,4,13,60,80,5,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,2,4,4,30,80,5,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,4,4,3,30,80,5,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
1,2,1,1,16,60,80,15,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,3,3,6,30,80,15,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
1,3,1,1,10,60,80,0,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
5,4,5,5,10,60,80,0,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
2,5,4,3,11,60,80,0,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,2,2,7,30,80,15,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,5,4,5,30,80,5,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
5,4,5,5,12,60,80,5,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
5,4,5,5,11,60,80,0,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
5,4,5,5,9,60,80,0,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,4,4,4,30,80,5,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,2,2,15,60,80,15,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,4,4,1,30,80,0,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,3,3,3,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,
4,4,2,3,8,30,80,15,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,5,4,14,60,80,5,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,5,4,0,30,80,0,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,2,3,16,60,80,15,5,Desktop,Chrome 88,n/a,Windows 10,n/a,,
2,4,4,3,2,30,80,0,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,4,4,0,30,80,0,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
5,4,5,5,0,30,80,0,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,4,4,3,0,30,80,0,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
4,4,4,4,0,30,80,0,0,Desktop,Chrome 88,n/a,Windows 10,n/a,,
1,3,2,1,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,
2,4,2,3,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,
2,3,2,2,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,
3,4,2,3,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,
2,3,1,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_15_5,n/a,,
1,2,2,2,5,30,80,5,15,Desktop,Chrome 88,n/a,Windows 10,n/a,,
3,5,5,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 20:55:17 GMT"
2,3,1,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 20:56:41 GMT"
2,3,2,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 20:58:21 GMT"
2,3,2,3,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 21:02:46 GMT"
2,4,3,3,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 21:05:04 GMT"
2,3,2,3,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 21:08:38 GMT"
1,3,2,1,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:01:13 GMT"
2,3,1,1,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:02:09 GMT"
1,3,2,2,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:03:26 GMT"
3,3,3,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:03:57 GMT"
1,3,1,1,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:04:23 GMT"
2,3,1,2,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:04:53 GMT"
2,3,3,2,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:05:27 GMT"
3,3,3,3,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:05:53 GMT"
3,3,1,2,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:06:20 GMT"
2,3,2,2,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:07:11 GMT"
1,3,3,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:07:39 GMT"
4,3,1,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:08:08 GMT"
2,3,4,3,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:08:39 GMT"
2,3,3,2,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:09:15 GMT"
2,3,2,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:10:19 GMT"
4,3,4,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:10:46 GMT"
4,3,4,4,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:11:09 GMT"
2,3,2,2,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:11:36 GMT"
2,3,3,2,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:12:06 GMT"
3,3,2,3,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:12:38 GMT"
3,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:15:33 GMT"
2,3,3,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:16:02 GMT"
2,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:16:31 GMT"
2,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:17:02 GMT"
2,3,3,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:18:43 GMT"
3,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:19:14 GMT"
2,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:21:38 GMT"
4,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:22:06 GMT"
2,3,3,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:23:57 GMT"
2,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Sun, 21 Mar 2021 23:24:26 GMT"
1,4,1,2,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Mon, 22 Mar 2021 03:09:39 GMT"
2,4,1,2,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Mon, 22 Mar 2021 03:12:03 GMT"
3,5,4,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Mon, 22 Mar 2021 03:13:48 GMT"
4,4,4,4,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Mon, 22 Mar 2021 03:15:26 GMT"
4,4,3,3,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,,"Mon, 22 Mar 2021 03:17:08 GMT"
1,2,3,4,0,30,80,0,0,Desktop,XPS 15 9560 (Dell Inc.),ccac9074c4f9f038c35bef37bc88f787f79ef149,Windows 10  (10.0.0) 64bit,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,293864838,"Mon, 22 Mar 2021 20:47:41 GMT"
3,4,3,3,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,21040299,"Tue, 23 Mar 2021 01:11:19 GMT"
5,4,5,4,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,21040299,"Tue, 23 Mar 2021 01:13:22 GMT"
1,1,1,1,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,546400417,"Wed, 24 Mar 2021 17:33:47 GMT"
3,3,4,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1923618467,"Wed, 24 Mar 2021 20:53:10 GMT"
3,5,3,4,3,30,80,5,0,Desktop,Chrome 88,n/a,Mac OS X 10_1_0,n/a,1714792305,"Wed, 24 Mar 2021 20:58:17 GMT"
5,5,4,4,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 20:59:32 GMT"
4,5,4,5,12,60,80,5,0,Desktop,Chrome 88,n/a,Mac OS X 10_1_0,n/a,1714792305,"Wed, 24 Mar 2021 20:59:51 GMT"
3,5,5,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 21:01:15 GMT"
5,5,5,5,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 21:03:01 GMT"
3,5,5,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 21:04:32 GMT"
5,5,5,5,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 21:05:51 GMT"
2,3,1,2,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 21:07:26 GMT"
1,2,3,3,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1763561338,"Wed, 24 Mar 2021 21:08:56 GMT"
1,4,1,2,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,369201800,"Wed, 24 Mar 2021 21:50:59 GMT"
3,5,5,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1157083318,"Thu, 25 Mar 2021 06:35:09 GMT"
2,5,4,2,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,504525748,"Thu, 25 Mar 2021 20:17:42 GMT"
1,1,1,2,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 21:52:08 GMT"
4,2,4,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 21:53:38 GMT"
3,1,4,3,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 21:55:09 GMT"
3,1,3,3,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 21:56:43 GMT"
2,1,3,2,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 21:58:15 GMT"
3,1,3,2,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 21:59:39 GMT"
2,1,2,2,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 22:01:12 GMT"
2,1,2,2,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 22:03:41 GMT"
2,1,2,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 22:05:27 GMT"
2,1,2,2,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 22:07:32 GMT"
2,1,2,2,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,56495037,"Thu, 25 Mar 2021 22:08:59 GMT"
2,5,4,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1356553175,"Fri, 26 Mar 2021 22:24:16 GMT"
2,3,4,3,9,60,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,194203530,"Mon, 29 Mar 2021 07:00:57 GMT"
4,4,5,5,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,165074301,"Mon, 29 Mar 2021 17:32:36 GMT"
2,5,2,3,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,748465335,"Mon, 29 Mar 2021 18:43:03 GMT"
1,5,1,1,6,30,80,15,0,Desktop,Firefox 87,n/a,Windows 10,n/a,994658670,"Mon, 29 Mar 2021 18:53:37 GMT"
4,5,5,5,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1145170650,"Mon, 29 Mar 2021 18:58:31 GMT"
5,5,5,5,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1145170650,"Mon, 29 Mar 2021 19:05:55 GMT"
4,5,4,5,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1145170650,"Mon, 29 Mar 2021 19:08:04 GMT"
2,4,3,4,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2089679141,"Mon, 29 Mar 2021 19:35:19 GMT"
2,5,2,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1790417470,"Mon, 29 Mar 2021 21:16:37 GMT"
3,4,4,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1780644779,"Mon, 29 Mar 2021 21:21:10 GMT"
3,4,3,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1395549517,"Mon, 29 Mar 2021 23:19:46 GMT"
3,4,3,3,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:20:05 GMT"
4,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:21:27 GMT"
4,4,4,4,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:23:36 GMT"
3,4,3,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:24:56 GMT"
2,4,2,2,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:26:25 GMT"
3,4,4,4,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:27:42 GMT"
3,4,4,4,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:29:06 GMT"
3,4,3,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:30:59 GMT"
2,4,1,1,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:42:06 GMT"
2,4,2,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:44:30 GMT"
3,4,3,3,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:45:47 GMT"
2,4,1,1,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:48:29 GMT"
1,4,2,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:49:46 GMT"
4,4,1,3,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:51:14 GMT"
4,4,3,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:52:35 GMT"
3,4,4,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:53:48 GMT"
4,3,4,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:55:08 GMT"
3,4,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:56:22 GMT"
3,4,2,4,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 00:58:17 GMT"
3,4,3,3,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1230340964,"Tue, 30 Mar 2021 01:00:30 GMT"
1,5,2,2,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:47:05 GMT"
2,5,3,2,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:49:39 GMT"
2,5,2,2,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:51:27 GMT"
1,5,2,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:54:29 GMT"
2,5,2,2,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:57:17 GMT"
1,2,2,2,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:58:14 GMT"
2,5,2,2,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 02:59:53 GMT"
2,5,2,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 03:00:44 GMT"
2,5,2,2,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,559847832,"Tue, 30 Mar 2021 03:02:22 GMT"
1,4,2,3,8,30,80,15,15,Desktop,Firefox 86,n/a,Mac OS X 10.15,n/a,1533768818,"Tue, 30 Mar 2021 18:24:42 GMT"
2,4,2,3,18,30,40,0,0,Desktop,Firefox 86,n/a,Mac OS X 10.15,n/a,1533768818,"Tue, 30 Mar 2021 18:26:33 GMT"
3,4,2,4,15,60,80,15,0,Desktop,Firefox 86,n/a,Mac OS X 10.15,n/a,1533768818,"Tue, 30 Mar 2021 18:28:11 GMT"
1,4,1,3,5,30,80,5,15,Desktop,Firefox 86,n/a,Mac OS X 10.15,n/a,1533768818,"Tue, 30 Mar 2021 18:30:11 GMT"
2,4,3,4,12,60,80,5,0,Desktop,Firefox 86,n/a,Mac OS X 10.15,n/a,1533768818,"Tue, 30 Mar 2021 18:31:54 GMT"
2,5,1,2,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1845417590,"Wed, 31 Mar 2021 00:02:02 GMT"
4,5,2,5,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1098977329,"Wed, 31 Mar 2021 00:32:05 GMT"
2,4,1,2,15,60,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,830529780,"Wed, 31 Mar 2021 01:08:20 GMT"
4,4,1,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,830529780,"Wed, 31 Mar 2021 01:09:40 GMT"
1,3,1,1,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,118312125,"Fri, 02 Apr 2021 02:32:15 GMT"
3,4,2,3,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1276420514,"Fri, 02 Apr 2021 21:10:14 GMT"
1,3,2,2,2,30,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,2059034514,"Fri, 02 Apr 2021 21:26:32 GMT"
1,1,1,1,4,30,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:32:01 GMT"
2,3,3,3,2,30,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:33:41 GMT"
4,4,4,4,0,30,80,0,0,Desktop,Chrome 88,n/a,Mac OS X 10_2_0,n/a,1067594352,"Fri, 02 Apr 2021 21:34:19 GMT"
2,3,3,3,12,60,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:35:10 GMT"
2,4,2,3,11,60,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:36:39 GMT"
2,4,4,4,19,30,120,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:37:58 GMT"
2,4,2,3,14,60,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:39:28 GMT"
2,4,2,3,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:40:55 GMT"
1,2,1,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:42:25 GMT"
1,1,1,1,8,30,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:44:48 GMT"
1,1,1,1,17,60,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:46:03 GMT"
3,4,1,3,7,30,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:46:51 GMT"
2,4,1,3,18,30,40,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:47:21 GMT"
1,4,1,2,6,30,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:47:53 GMT"
3,4,4,4,0,30,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:49:16 GMT"
3,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:51:10 GMT"
3,4,3,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 21:53:06 GMT"
1,4,4,3,2,30,80,0,15,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 21:55:28 GMT"
2,4,4,3,13,60,80,5,5,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 21:57:21 GMT"
3,4,3,3,6,30,80,15,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 21:59:01 GMT"
1,4,3,3,3,30,80,5,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 22:01:45 GMT"
5,5,5,5,5,30,80,5,15,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 22:03:45 GMT"
5,5,5,5,12,60,80,5,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 22:05:02 GMT"
2,3,3,3,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 22:22:25 GMT"
4,4,4,4,3,30,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 22:23:13 GMT"
3,4,3,3,15,60,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 22:23:39 GMT"
3,3,2,3,9,60,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_13_6,n/a,240036189,"Fri, 02 Apr 2021 22:24:22 GMT"
4,5,5,5,9,60,80,0,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 22:36:58 GMT"
4,5,3,4,15,60,80,15,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Fri, 02 Apr 2021 22:39:25 GMT"
3,4,4,3,6,30,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:46:12 GMT"
4,4,4,4,11,60,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:48:29 GMT"
4,4,4,4,2,30,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:51:14 GMT"
4,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:53:26 GMT"
4,4,4,4,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:54:49 GMT"
3,4,4,4,19,30,120,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:56:10 GMT"
2,4,4,4,15,60,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:57:59 GMT"
3,4,4,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 04:59:35 GMT"
